ID,Year,Olympic_CC,GDP,Population
23856,2010,MOZ,899.2,24221405
23857,2011,MOZ,954.8,24939005
23858,2012,MOZ,1012.44,25676606
23859,2013,MOZ,1070.66,26434372
23860,2014,MOZ,1137.53,27212382
23861,2015,MOZ,1190.76,28010691
23862,2016,MOZ,1215.79,28829476
23863,2017,MOZ,1247.28,29668834
23864,1990,MRI,4774.35,1058775
23865,1991,MRI,5096.76,1070266
23866,1992,MRI,5479.87,1084441
23867,1993,MRI,5825.89,1097374
23868,1994,MRI,6109.82,1112846
23869,1995,MRI,6448.99,1122457
23870,1996,MRI,6863.11,1133996
23871,1997,MRI,7285.79,1148284
23872,1998,MRI,7730.25,1160421
23873,1999,MRI,7951.72,1175267
23874,2000,MRI,8780.06,1186873
23875,2001,MRI,9138.78,1196287
23876,2002,MRI,9409.61,1204621
23877,2003,MRI,9876.47,1213370
23878,2004,MRI,10664.04,1221003
23879,2005,MRI,11078.03,1228254
23880,2006,MRI,12335.64,1233996
23881,2007,MRI,13328.34,1239630
23882,2008,MRI,14270.17,1244121
23883,2009,MRI,14815.81,1247429
23884,2010,MRI,15616.01,1250400
23885,2011,MRI,16561.77,1252404
23886,2012,MRI,17408.19,1255882
23887,2013,MRI,18243.51,1258653
23888,2014,MRI,19231.47,1260934
23889,2015,MRI,20087.72,1262605
23890,2016,MRI,21102.56,1263473
23891,2017,MRI,22278.49,1264613
23892,1990,MTN,1814.08,2030140
23893,1991,MTN,1857.6,2085202
23894,1992,MTN,1884.72,2141445
23895,1993,MTN,1988.71,2199791
23896,1994,MTN,1915.23,2261403
23897,1995,MTN,2086.57,2327075
23898,1996,MTN,2182.48,2397245
23899,1997,MTN,2065.97,2471598
23900,1998,MTN,2081.05,2549223
23901,1999,MTN,2206.96,2628803
23902,2000,MTN,2180.64,2709359
23903,2001,MTN,2208.81,2790729
23904,2002,MTN,2192.8,2873228
23905,2003,MTN,2302.99,2957117
23906,2004,MTN,2431.84,3042823
23907,2005,MTN,2658.44,3130720
23908,2006,MTN,3166.19,3220653
23909,2007,MTN,3249.22,3312665
23910,2008,MTN,3255.5,3407541
23911,2009,MTN,3154.62,3506288
23912,2010,MTN,3249.88,3609543
23913,2011,MTN,3371.99,3717672
23914,2012,MTN,3526.34,3830239
23915,2013,MTN,3689.84,3946170
23916,2014,MTN,3850.73,4063920
23917,2015,MTN,3835.23,4182341
23918,2016,MTN,3852.53,4301018
23919,2017,MTN,3949.68,4420184
23920,1990,MYA,480.21,40626250
23921,1991,MYA,486.21,41190156
23922,1992,MYA,538.52,41711465
23923,1993,MYA,577.73,42209778
23924,1994,MYA,626.69,42712223
23925,1995,MYA,675.9,43237792
23926,1996,MYA,723.28,43793310
23927,1997,MYA,767.11,44371525
23928,1998,MYA,810.18,44959935
23929,1999,MYA,901,45539435
23930,2000,MYA,1035.52,46095462
23931,2001,MYA,1165.8,46627994
23932,2002,MYA,1311.63,47140220
23933,2003,MYA,1507.49,47624894
23934,2004,MYA,1742.63,48073707
23935,2005,MYA,2025.54,48482614
23936,2006,MYA,2343.18,48846474
23937,2007,MYA,2676.19,49171586
23938,2008,MYA,2989.78,49479752
23939,2009,MYA,3308.85,49800690
23940,2010,MYA,3645.94,50155896
23941,2011,MYA,3898.41,50553031
23942,2012,MYA,4225.12,50986514
23943,2013,MYA,4613.34,51448196
23944,2014,MYA,5024.92,51924182
23945,2015,MYA,5384.87,52403669
23946,2016,MYA,5721.23,52885223
23947,2017,MYA,6138.76,53370609
23948,1990,NAM,3696.56,1414692
23949,1991,NAM,3987.61,1465740
23950,1992,NAM,4233.15,1513721
23951,1993,NAM,4138.92,1559983
23952,1994,NAM,4175.05,1606718
23953,1995,NAM,4298.18,1655359
23954,1996,NAM,4381,1706489
23955,1997,NAM,4505.41,1758994
23956,1998,NAM,4570.22,1810566
23957,1999,NAM,4673.94,1858042
23958,2000,NAM,4839.88,1899257
23959,2001,NAM,4919.54,1933596
23960,2002,NAM,5158.09,1962147
23961,2003,NAM,5416.67,1986535
23962,2004,NAM,6177.92,2009228
23963,2005,NAM,6464.09,2032196
23964,2006,NAM,7052.27,2055734
23965,2007,NAM,7629.29,2079915
23966,2008,NAM,7884.76,2106375
23967,2009,NAM,7853.82,2137040
23968,2010,NAM,8289.7,2173170
23969,2011,NAM,8721.26,2215621
23970,2012,NAM,9132.34,2263934
23971,2013,NAM,9578.38,2316520
23972,2014,NAM,10131.36,2370992
23973,2015,NAM,10622.16,2425561
23974,2016,NAM,10596.42,2479713
23975,2017,NAM,10475.52,2533794
23976,1990,NBO,,
23977,1991,NBO,,
23978,1992,NBO,,
23979,1993,NBO,,
23980,1994,NBO,,
23981,1995,NBO,,
23982,1996,NBO,,
23983,1997,NBO,,
23984,1998,NBO,,
23985,1999,NBO,,
23986,2000,NBO,,
23987,2001,NBO,,
23988,2002,NBO,,
23989,2003,NBO,,
23990,2004,NBO,,
23991,2005,NBO,,
23992,2006,NBO,,
23993,2007,NBO,,
23994,2008,NBO,,
23995,2009,NBO,,
23996,2010,NBO,,
23997,2011,NBO,,
23998,2012,NBO,,
23999,2013,NBO,,
24000,2014,NBO,,
24001,2015,NBO,,
24002,2016,NBO,,
24003,2017,NBO,,
24004,1990,NCA,1941.27,4144565
24005,1991,NCA,1958.48,4236801
24006,1992,NCA,1966.98,4331277
24007,1993,NCA,1962.72,4426580
24008,1994,NCA,2028.25,4520725
24009,1995,NCA,2149.46,4612228
24010,1996,NCA,2283.71,4700779
24011,1997,NCA,2371.61,4786640
24012,1998,NCA,2443.96,4869626
24013,1999,NCA,2613.01,4949660
24014,2000,NCA,2739.39,5026796
24015,2001,NCA,2842.95,5100750
24016,2002,NCA,2868.44,5171734
24017,2003,NCA,2959.81,5240879
24018,2004,NCA,3161.24,5309703
24019,2005,NCA,3358.65,5379328
24020,2006,NCA,3546.81,5450211
24021,2007,NCA,3776.23,5522106
24022,2008,NCA,3931.05,5594506
24023,2009,NCA,3781.77,5666581
24024,2010,NCA,3947.22,5737723
24025,2011,NCA,4231.5,5807820
24026,2012,NCA,4535.28,5877108
24027,2013,NCA,4779.77,5945747
24028,2014,NCA,5040.53,6013997
24029,2015,NCA,5278.45,6082035
24030,2016,NCA,5533.07,6149928
24031,2017,NCA,5842.17,6217581
24032,1990,NCL,,170899
24033,1991,NCL,,175362
24034,1992,NCL,,179799
24035,1993,NCL,,184496
24036,1994,NCL,,189482
24037,1995,NCL,,193816
24038,1996,NCL,,197564
24039,1997,NCL,,201418
24040,1998,NCL,,205279
24041,1999,NCL,,209214
24042,2000,NCL,,213230
24043,2001,NCL,,217324
24044,2002,NCL,,221490
24045,2003,NCL,,225296
24046,2004,NCL,,228750
24047,2005,NCL,,232250
24048,2006,NCL,,235750
24049,2007,NCL,,239250
24050,2008,NCL,,242750
24051,2009,NCL,,245950
24052,2010,NCL,,249750
24053,2011,NCL,,254350
24054,2012,NCL,,259000
24055,2013,NCL,,263650
24056,2014,NCL,,268050
24057,2015,NCL,,272400
24058,2016,NCL,,276550
24059,2017,NCL,,280460
24060,1990,NED,18910.91,14951510
24061,1991,NED,19859.87,15069798
24062,1992,NED,20503.51,15184166
24063,1993,NED,21107.7,15290368
24064,1994,NED,22061.79,15382838
24065,1995,NED,23109.29,15459006
24066,1996,NED,24218.84,15530498
24067,1997,NED,25714.52,15610650
24068,1998,NED,27336.22,15707209
24069,1999,NED,28946.1,15812088
24070,2000,NED,31591.93,15925513
24071,2001,NED,32864.23,16046180
24072,2002,NED,33991.06,16148929
24073,2003,NED,33701.11,16225302
24074,2004,NED,35428.39,16281779
24075,2005,NED,37265.35,16319868
24076,2006,NED,40602.65,16346101
24077,2007,NED,43471.64,16381696
24078,2008,NED,45843.89,16445593
24079,2009,NED,44037.36,16530388
24080,2010,NED,44542.84,16615394
24081,2011,NED,46066.65,16693074
24082,2012,NED,46707.27,16754962
24083,2013,NED,48666.32,16804432
24084,2014,NED,48606.25,16865008
24085,2015,NED,49527.67,16939923
24086,2016,NED,50538.61,17030314
24087,2017,NED,52503.27,17132854
24088,1990,NEP,774.27,18749406
24089,1991,NEP,829.08,19245054
24090,1992,NEP,859.19,19773772
24091,1993,NEP,888.89,20321175
24092,1994,NEP,956.69,20867130
24093,1995,NEP,985.52,21396384
24094,1996,NEP,1032.52,21903379
24095,1997,NEP,1079.24,22389803
24096,1998,NEP,1100.92,22856305
24097,1999,NEP,1144.58,23305994
24098,2000,NEP,1220.42,23740911
24099,2001,NEP,1285.36,24161777
24100,2002,NEP,1285.15,24566342
24101,2003,NEP,1341.5,24950623
24102,2004,NEP,1422.47,25309449
24103,2005,NEP,1499.72,25640287
24104,2006,NEP,1579.31,25940618
24105,2007,NEP,1659.11,26214847
24106,2008,NEP,1777.23,26475859
24107,2009,NEP,1853.34,26741103
24108,2010,NEP,1945.81,27023137
24109,2011,NEP,2031.09,27327147
24110,2012,NEP,2142.1,27649925
24111,2013,NEP,2239.4,27985310
24112,2014,NEP,2387.29,28323241
24113,2015,NEP,2464.39,28656282
24114,2016,NEP,2477.9,28982771
24115,2017,NEP,2681.84,29304998
24116,1990,NGR,1965.83,95269988
24117,1991,NGR,1967.97,97726323
24118,1992,NGR,1971.23,100221563
24119,1993,NGR,2009.39,102761737
24120,1994,NGR,2019.83,105355783
24121,1995,NGR,2005.08,108011465
24122,1996,NGR,2090.96,110732904
24123,1997,NGR,2132.61,113522705
24124,1998,NGR,2159.83,116385750
24125,1999,NGR,2148.97,119327073
24126,2000,NGR,2257.53,122352009
24127,2001,NGR,2351.04,125463434
24128,2002,NGR,2415.79,128666710
24129,2003,NGR,2650.98,131972533
24130,2004,NGR,3550.74,135393616
24131,2005,NGR,3694.49,138939478
24132,2006,NGR,4014.49,142614094
24133,2007,NGR,4288.4,146417024
24134,2008,NGR,4525.21,150347390
24135,2009,NGR,4747.71,154402181
24136,2010,NGR,5045.98,158578261
24137,2011,NGR,5259.3,162877076
24138,2012,NGR,5437.81,167297284
24139,2013,NGR,5670.1,171829303
24140,2014,NGR,5975.01,176460502
24141,2015,NGR,6038.46,181181744
24142,2016,NGR,5861.09,185989640
24143,2017,NGR,5860.85,190886311
24144,1990,NIG,578.17,8012861
24145,1991,NIG,593.12,8272976
24146,1992,NIG,548.77,8549424
24147,1993,NIG,551.09,8842415
24148,1994,NIG,565.57,9151763
24149,1995,NIG,572.06,9477333
24150,1996,NIG,581.4,9819964
24151,1997,NIG,586.14,10180061
24152,1998,NIG,630.92,10556549
24153,1999,NIG,614.17,10947829
24154,2000,NIG,597.19,11352973
24155,2001,NIG,630.91,11771976
24156,2002,NIG,636.34,12206002
24157,2003,NIG,659.09,12656870
24158,2004,NIG,653.61,13127012
24159,2005,NIG,679.56,13618449
24160,2006,NIG,714.13,14132064
24161,2007,NIG,728.55,14668338
24162,2008,NIG,784.12,15228525
24163,2009,NIG,755.41,15813913
24164,2010,NIG,797.77,16425578
24165,2011,NIG,801.6,17064636
24166,2012,NIG,878.76,17731634
24167,2013,NIG,904.56,18426372
24168,2014,NIG,952.79,19148219
24169,2015,NIG,967.08,19896965
24170,2016,NIG,989.09,20672987
24171,2017,NIG,1016.61,21477348
24172,1990,NOR,18442.13,4241473
24173,1991,NOR,19550.41,4261732
24174,1992,NOR,20591.62,4286401
24175,1993,NOR,21552.71,4311991
24176,1994,NOR,22992.86,4336613
24177,1995,NOR,24320.87,4359184
24178,1996,NOR,26785.21,4381336
24179,1997,NOR,28592.09,4405157
24180,1998,NOR,28163.27,4431464
24181,1999,NOR,30555.34,4461913
24182,2000,NOR,36950.49,4490967
24183,2001,NOR,37818.3,4513751
24184,2002,NOR,37959.79,4538159
24185,2003,NOR,38530.45,4564855
24186,2004,NOR,42501.62,4591910
24187,2005,NOR,47772.43,4623291
24188,2006,NOR,54086.78,4660677
24189,2007,NOR,55887.12,4709153
24190,2008,NOR,61757.25,4768212
24191,2009,NOR,55427.58,4828726
24192,2010,NOR,58022.03,4889252
24193,2011,NOR,62145.03,4953088
24194,2012,NOR,65447.5,5018573
24195,2013,NOR,67056.12,5079623
24196,2014,NOR,66015.44,5137232
24197,2015,NOR,61722.24,5190239
24198,2016,NOR,58808.39,5234519
24199,2017,NOR,61414.28,5282223
24200,1990,NRU,,9155
24201,1991,NRU,,9348
24202,1992,NRU,,9546
24203,1993,NRU,,9719
24204,1994,NRU,,9857
24205,1995,NRU,,9969
24206,1996,NRU,,10029
24207,1997,NRU,,10057
24208,1998,NRU,,10046
24209,1999,NRU,,10040
24210,2000,NRU,,10037
24211,2001,NRU,,10052
24212,2002,NRU,,10080
24213,2003,NRU,,10106
24214,2004,NRU,,10126
24215,2005,NRU,,10114
24216,2006,NRU,,10071
24217,2007,NRU,3753.65,10002
24218,2008,NRU,5173.05,9947
24219,2009,NRU,5664.84,9945
24220,2010,NRU,6459.08,10025
24221,2011,NRU,7339.3,10057
24222,2012,NRU,8050.7,10279
24223,2013,NRU,10429.81,10821
24224,2014,NRU,13232.74,11853
24225,2015,NRU,13066.2,12475
24226,2016,NRU,13966.5,13049
24227,2017,NRU,14157.53,13649
24228,1990,NZL,14874.73,3329800
24229,1991,NZL,14566.81,3495100
24230,1992,NZL,14908.45,3531700
24231,1993,NZL,15935.34,3572200
24232,1994,NZL,17037.52,3620000
24233,1995,NZL,17904.36,3673400
24234,1996,NZL,18467.09,3732000
24235,1997,NZL,19133.68,3781300
24236,1998,NZL,19330.27,3815000
24237,1999,NZL,20579.37,3835100
24238,2000,NZL,21509.41,3857700
24239,2001,NZL,22517.23,3880500
24240,2002,NZL,23306.28,3948500
24241,2003,NZL,23963.72,4027200
24242,2004,NZL,25085.5,4087500
24243,2005,NZL,25677.1,4133900
24244,2006,NZL,27766.99,4184600
24245,2007,NZL,29387.03,4223800
24246,2008,NZL,29860.37,4259800
24247,2009,NZL,30700.96,4302600
24248,2010,NZL,31265.74,4350700
24249,2011,NZL,32734.54,4384000
24250,2012,NZL,32986.03,4408100
24251,2013,NZL,36219.58,4442100
24252,2014,NZL,37283.1,4509700
24253,2015,NZL,37865,4595700
24254,2016,NZL,39465.12,4693200
24255,2017,NZL,41109.01,4793900
24256,1990,OMA,22648.89,1812160
24257,1991,OMA,23754.47,1893771
24258,1992,OMA,25151.46,1983277
24259,1993,OMA,26135.3,2072111
24260,1994,OMA,26741.1,2148428
24261,1995,OMA,27936.61,2204283
24262,1996,OMA,28888.67,2236666
24263,1997,OMA,30974.42,2249773
24264,1998,OMA,32107.91,2251875
24265,1999,OMA,32514.64,2254918
24266,2000,OMA,34848.68,2267991
24267,2001,OMA,36805.67,2294787
24268,2002,OMA,36334.01,2334285
24269,2003,OMA,35298.69,2385255
24270,2004,OMA,35843.88,2444751
24271,2005,OMA,36914.23,2511269
24272,2006,OMA,38979.07,2582991
24273,2007,OMA,40546.05,2662762
24274,2008,OMA,43170.76,2759014
24275,2009,OMA,44173.3,2882942
24276,2010,OMA,44418.77,3041460
24277,2011,OMA,42121.43,3237268
24278,2012,OMA,43822.82,3464644
24279,2013,OMA,43386.65,3711481
24280,2014,OMA,42522.42,3960925
24281,2015,OMA,42459.75,4199810
24282,2016,OMA,43012.85,4424762
24283,2017,OMA,41675.34,4636262
24284,1990,PAK,1974.52,107678614
24285,1991,PAK,2084.43,110730420
24286,1992,PAK,2235.33,113747135
24287,1993,PAK,2268.86,116749560
24288,1994,PAK,2343.13,119769556
24289,1995,PAK,2448.17,122829148
24290,1996,PAK,2549.15,125938339
24291,1997,PAK,2555.2,129086987
24292,1998,PAK,2585.38,132253264
24293,1999,PAK,2657.68,135405584
24294,2000,PAK,2770.17,138523285
24295,2001,PAK,2826.65,141601437
24296,2002,PAK,2900.07,144654143
24297,2003,PAK,3037.22,147703401
24298,2004,PAK,3282.32,150780300
24299,2005,PAK,3573.53,153909667
24300,2006,PAK,3831.58,157093993
24301,2007,PAK,4040.35,160332974
24302,2008,PAK,4104.91,163644603
24303,2009,PAK,4166.51,167049580
24304,2010,PAK,4196.96,170560182
24305,2011,PAK,4309.76,174184265
24306,2012,PAK,4447.9,177911533
24307,2013,PAK,4619.74,181712595
24308,2014,PAK,4820.78,185546257
24309,2015,PAK,5000.28,189380513
24310,2016,PAK,5238.21,193203476
24311,2017,PAK,5527.38,197015955
24312,1990,PAN,5076.96,2471009
24313,1991,PAN,5621.38,2523181
24314,1992,PAN,6093.48,2576018
24315,1993,PAN,6444.65,2629644
24316,1994,PAN,6631.85,2684183
24317,1995,PAN,6749.09,2739730
24318,1996,PAN,7007.86,2796344
24319,1997,PAN,7435.18,2853941
24320,1998,PAN,7905.91,2912328
24321,1999,PAN,8176.05,2971197
24322,2000,PAN,8421.51,3030347
24323,2001,PAN,8496.52,3089684
24324,2002,PAN,8652.41,3149265
24325,2003,PAN,9024.4,3209174
24326,2004,PAN,9785.96,3269541
24327,2005,PAN,10629.15,3330465
24328,2006,PAN,11688.03,3391905
24329,2007,PAN,13196.22,3453807
24330,2008,PAN,14518.61,3516268
24331,2009,PAN,14549.54,3579385
24332,2010,PAN,15312.45,3643222
24333,2011,PAN,17093.84,3707782
24334,2012,PAN,18781.05,3772938
24335,2013,PAN,20053.58,3838462
24336,2014,PAN,21087.77,3903986
24337,2015,PAN,22134.97,3969249
24338,2016,PAN,23157.22,4034119
24339,2017,PAN,24445.97,4098587
24340,1990,PAR,3901.57,4213742
24341,1991,PAR,4066.45,4323410
24342,1992,PAR,4125.38,4432736
24343,1993,PAR,4325.5,4541902
24344,1994,PAR,4543.12,4651225
24345,1995,PAR,4840.23,4760850
24346,1996,PAR,4893.26,4870694
24347,1997,PAR,5073.93,4980344
24348,1998,PAR,5022.59,5089310
24349,1999,PAR,4925.63,5196937
24350,2000,PAR,4822.98,5302700
24351,2001,PAR,4797.72,5406624
24352,2002,PAR,4780.16,5508611
24353,2003,PAR,4996.04,5607950
24354,2004,PAR,5251.99,5703740
24355,2005,PAR,5448.98,5795494
24356,2006,PAR,5799.02,5882796
24357,2007,PAR,6188.42,5966159
24358,2008,PAR,6621.22,6047117
24359,2009,PAR,6322.54,6127837
24360,2010,PAR,7142.06,6209877
24361,2011,PAR,7504.65,6293783
24362,2012,PAR,7447.11,6379219
24363,2013,PAR,8514.08,6465740
24364,2014,PAR,8955.87,6552584
24365,2015,PAR,9199.67,6639119
24366,2016,PAR,9567.34,6725308
24367,2017,PAR,9690.77,6811297
24368,1990,PER,3433.76,21826658
24369,1991,PER,3552.5,22283128
24370,1992,PER,3541.7,22737056
24371,1993,PER,3742.49,23184228
24372,1994,PER,4213.5,23619356
24373,1995,PER,4539.56,24038760
24374,1996,PER,4673.6,24441074
24375,1997,PER,4982.71,24827406
24376,1998,PER,4942.93,25199748
24377,1999,PER,5021.55,25561299
24378,2000,PER,5202.23,25914879
24379,2001,PER,5283.03,26261363
24380,2002,PER,5584.34,26601467
24381,2003,PER,5858.86,26937738
24382,2004,PER,6240.73,27273194
24383,2005,PER,6762.77,27610410
24384,2006,PER,7404.3,27949944
24385,2007,PER,8148.92,28292724
24386,2008,PER,8956.52,28641980
24387,2009,PER,9010.33,29001507
24388,2010,PER,9755.15,29373646
24389,2011,PER,10449.09,29759989
24390,2012,PER,11145.51,30158966
24391,2013,PER,11828.81,30565716
24392,2014,PER,12164.96,30973354
24393,2015,PER,12533.49,31376671
24394,2016,PER,13030.01,31773839
24395,2017,PER,13434.13,32165485
24396,1990,PHI,2591.93,61947348
24397,1991,PHI,2597.26,63508459
24398,1992,PHI,2601.25,65075486
24399,1993,PHI,2655.24,66650247
24400,1994,PHI,2764.94,68236230
24401,1995,PHI,2887,69835715
24402,1996,PHI,3041.42,71446107
24403,1997,PHI,3181.79,73064764
24404,1998,PHI,3128.04,74693695
24405,1999,PHI,3203.36,76335812
24406,2000,PHI,3348.15,77991569
24407,2001,PHI,3449.53,79665315
24408,2002,PHI,3554.91,81352060
24409,2003,PHI,3729.01,83031954
24410,2004,PHI,4008.68,84678493
24411,2005,PHI,4255.16,86274237
24412,2006,PHI,4535.14,87809419
24413,2007,PHI,4881.4,89293490
24414,2008,PHI,5100.54,90751864
24415,2009,PHI,5115.48,92220879
24416,2010,PHI,5483.62,93726624
24417,2011,PHI,5707.2,95277940
24418,2012,PHI,6099.12,96866642
24419,2013,PHI,6526.65,98481032
24420,2014,PHI,6937.85,100102249
24421,2015,PHI,7320.5,101716359
24422,2016,PHI,7800.65,103320222
24423,2017,PHI,8342.8,104918090
24424,1990,PLE,,
24425,1991,PLE,,
24426,1992,PLE,,
24427,1993,PLE,,
24428,1994,PLE,,
24429,1995,PLE,,
24430,1996,PLE,,
24431,1997,PLE,,
24432,1998,PLE,,
24433,1999,PLE,,
24434,2000,PLE,,
24435,2001,PLE,,
24436,2002,PLE,,
24437,2003,PLE,,
24438,2004,PLE,,
24439,2005,PLE,,
24440,2006,PLE,,
24441,2007,PLE,,
24442,2008,PLE,,
24443,2009,PLE,,
24444,2010,PLE,,
24445,2011,PLE,,
24446,2012,PLE,,
24447,2013,PLE,,
24448,2014,PLE,,
24449,2015,PLE,,
24450,2016,PLE,,
24451,2017,PLE,,
24452,1990,PLW,,15088
24453,1991,PLW,,15474
24454,1992,PLW,,15894
24455,1993,PLW,,16342
24456,1994,PLW,,16806
24457,1995,PLW,,17253
24458,1996,PLW,,17691
24459,1997,PLW,,18123
24460,1998,PLW,,18524
24461,1999,PLW,,18879
24462,2000,PLW,9821.54,19175
24463,2001,PLW,10480.94,19404
24464,2002,PLW,10861.4,19574
24465,2003,PLW,10732.6,19700
24466,2004,PLW,11599.29,19804
24467,2005,PLW,12636.81,19906
24468,2006,PLW,12610.4,20012
24469,2007,PLW,12941.43,20116
24470,2008,PLW,12280.54,20228
24471,2009,PLW,11646.18,20342
24472,2010,PLW,11606.93,20470
24473,2011,PLW,12518.71,20599
24474,2012,PLW,13153.25,20758
24475,2013,PLW,13061.09,20920
24476,2014,PLW,13541.48,21094
24477,2015,PLW,14938.64,21288
24478,2016,PLW,14986.77,21503
24479,2017,PLW,14536.04,21729
24480,1990,PNG,1534.08,4313059
24481,1991,PNG,1693.31,4423007
24482,1992,PNG,1922.85,4535520
24483,1993,PNG,2269.08,4651169
24484,1994,PNG,2393.6,4770606
24485,1995,PNG,2302.88,4894276
24486,1996,PNG,2461.81,5022437
24487,1997,PNG,2344.34,5154910
24488,1998,PNG,2221.74,5291178
24489,1999,PNG,2238.65,5430479
24490,2000,PNG,2175.69,5572222
24491,2001,PNG,2166.6,5716152
24492,2002,PNG,2141.61,5862316
24493,2003,PNG,2176.48,6010724
24494,2004,PNG,2240.97,6161517
24495,2005,PNG,2400.16,6314709
24496,2006,PNG,2469.82,6470272
24497,2007,PNG,2749.93,6627922
24498,2008,PNG,2730.02,6787187
24499,2009,PNG,2870.19,6947447
24500,2010,PNG,3127.02,7108239
24501,2011,PNG,3155.4,7269348
24502,2012,PNG,3289.82,7430836
24503,2013,PNG,3396.92,7592865
24504,2014,PNG,3907.3,7755785
24505,2015,PNG,4072.82,7919825
24506,2016,PNG,4117.29,8084991
24507,2017,PNG,4197.31,8251162
24508,1990,POL,6178.85,38110782
24509,1991,POL,5915.58,38246193
24510,1992,POL,6183.62,38363667
24511,1993,POL,6550.71,38461408
24512,1994,POL,7029.36,38542652
24513,1995,POL,7664.43,38594998
24514,1996,POL,8252.79,38624370
24515,1997,POL,8918.13,38649660
24516,1998,POL,9463.71,38663481
24517,1999,POL,10022.4,38660271
24518,2000,POL,10651.21,38258629
24519,2001,POL,11111.22,38248076
24520,2002,POL,11781.06,38230364
24521,2003,POL,12256.3,38204570
24522,2004,POL,13345.88,38182222
24523,2005,POL,13895.92,38165445
24524,2006,POL,15144.15,38141267
24525,2007,POL,16785.07,38120560
24526,2008,POL,18310.44,38125759
24527,2009,POL,19242.99,38151603
24528,2010,POL,21068.85,38042794
24529,2011,POL,22850.64,38063255
24530,2012,POL,23833.21,38063164
24531,2013,POL,24719.25,38040196
24532,2014,POL,25602.42,38011735
24533,2015,POL,26594.76,37986412
24534,2016,POL,27383.25,37970087
24535,2017,POL,29026.17,37975841
24536,1990,POR,11769.02,9983218
24537,1991,POR,12721.24,9960235
24538,1992,POR,13163.22,9952494
